,,,,,,,,,,MISSISSAUGA,,,,,
,,,,,,,,,,"6,487 ","3,188 ","42,012 ",," 2,403.53 ",31 
Division Description,Item Category Description,Retail Product Description,No.,Vendor No.,Description,Sales Unit, Cost , Sales Price ,Margin,Stock,Qty.,Amount,Sold Amount/Pcs, Profit Amount ,Gross Margin
01-FMCG,110-GROCERY,11007-RICE,23977,VIDHYA FOODS INC,VIDHYA MAMRA 400GM,PCS, 2.50 ,3.69,32.25%,1,2,7.38, 3.69 , 2.38 ,32.25%
01-FMCG,110-GROCERY,11007-RICE,23982,VIDHYA FOODS INC,VIDHYA MAMRA BASMATI KOLHAPURI 400GM,PCS, 2.50 ,3.49,28.37%,1,4,12.46, 3.12 , 2.46 ,19.74%
01-FMCG,110-GROCERY,11007-RICE,17202,PTI FOODS,PTI POHA THIN 4LB,PCS, 10.00 ,9.49,-5.37%,5,1,9.49, 9.49 , 2.69 ,28.35%
01-FMCG,110-GROCERY,11007-RICE,46581,JENNA FOOD PRODUCTS,AL AMERI BASMATI SELLA RICE 10LB,PCS, 9.18 ,11.99,23.44%,79,80,722.2, 9.03 , 2.81 ,0.39%
01-FMCG,110-GROCERY,11007-RICE,12103,ITN FOOD CORPORATION,DESI POHA THIN 2LB,PCS, 4.99 ,5.99,16.69%,52,3,17.97, 5.99 , 3.00 ,16.69%
01-FMCG,110-GROCERY,11007-RICE,41363,9052526 CANADA INC.,LAZEEZ KALIJEERA RICE 9LB,PCS, 11.74 ,15.99,26.56%,67,12,143.88, 11.99 , 3.12 ,2.17%
01-FMCG,110-GROCERY,11007-RICE,16263,GLOBAL CHOICE FOODS LTD,PARLIAMENT RICE 10LB,PCS, 11.75 ,14.99,21.61%,8,1,14.99, 14.99 , 3.24 ,21.61%
01-FMCG,110-GROCERY,11007-RICE,25634,FIVE RIVERS FOODS INC.,DIL SE MAMRA PUFFED RICE 400GM,PCS, 1.85 ,3.49,46.99%,16,2,6.98, 3.49 , 3.28 ,46.99%
01-FMCG,110-GROCERY,11007-RICE,25507,JAHAN PRODUCTS INC,LALQILA RICE BASMATI RICE 2LB,PCS, 3.32 ,4.99,33.57%,27,2,9.98, 4.99 , 3.48 ,34.87%
01-FMCG,110-GROCERY,11007-RICE,21267,LITTLE PARKER'S FOODS INC,TAMU LONGGRAIN STICKY RICE 10L,PCS, 6.50 ,9.99,34.93%,17,1,9.99, 9.99 , 3.49 ,34.93%
01-FMCG,110-GROCERY,11007-RICE,25583,GLOBAL CHOICE FOODS LTD,KAVERI RED MATTA RICE 10LB,PCS, 10.25 ,13.49,24.02%,4,1,13.49, 13.49 , 3.49 ,25.87%
01-FMCG,110-GROCERY,11007-RICE,25503,SUNDINE PRODUCE INC,KUSHBU BASMATI RICE 10LB,PCS, 12.50 ,15.99,21.83%,10,1,15.99, 15.99 , 3.49 ,21.83%
01-FMCG,110-GROCERY,11007-RICE,25550,FARAH IMPEX LTD,KABULI EX L SELLA RICE 10LB,PCS, 9.00 ,13.99,35.67%,10,2,27.98, 13.99 , 3.68 ,13.15%
01-FMCG,110-GROCERY,11007-RICE,25529,GLOBAL CHOICE FOODS LTD,BEGUM GOLD SELLA BASM RICE 40LB,PCS, 41.00 ,49.99,17.98%,38,3,116.97, 38.99 , 3.75 ,3.21%
01-FMCG,110-GROCERY,11007-RICE,25498,CANADIAN FOOD IMPEX INC.,KHAZANA RICE PRE BASMATI 10LB,PCS, 16.13 ,19.99,19.33%,1,1,19.99, 19.99 , 3.87 ,19.33%
01-FMCG,110-GROCERY,11007-RICE,23749,VADILAL INDUSTRIES (USA) INC,VADILAL RICE BASMATI10L,PCS, 11.99 ,13.99,14.30%,13,5,59.95, 11.99 , 3.95 ,6.59%
01-FMCG,110-GROCERY,11007-RICE,24890,FARAH IMPEX LTD,ZAIKA RICE GOLDENSELLA 10LB,PCS, 12.23 ,13.99,12.58%,14,2,27.98, 13.99 , 3.98 ,14.22%
01-FMCG,110-GROCERY,11007-RICE,17457,QUALITY NATURAL FOODS CANADA INC.,QNF MATTA RICE 8LB,PCS, 9.00 ,12.99,30.72%,19,1,12.99, 12.99 , 3.99 ,30.72%
01-FMCG,110-GROCERY,11007-RICE,41676,RIGHT HAND CARRIERS INC,KARAM BASMATI RICE 4KG,PCS, 10.00 ,13.99,28.52%,48,1,13.99, 13.99 , 3.99 ,28.52%
01-FMCG,110-GROCERY,11007-RICE,14612,QUALITY NATURAL FOODS CANADA INC.,NATURES GIFT KHSBO RICE 10LB,PCS, 12.00 ,15.99,24.95%,10,1,15.99, 15.99 , 3.99 ,24.95%
01-FMCG,110-GROCERY,11007-RICE,38150,QUALITY NATURAL FOODS CANADA INC.,817 BASMATI RICE 4KG,PCS, 15.00 ,18.99,21.01%,2,1,18.99, 18.99 , 3.99 ,21.01%
01-FMCG,110-GROCERY,11007-RICE,25499,CANADIAN FOOD IMPEX INC.,KHAZANA RICE ULTRABASMATI 10LB,PCS, 16.50 ,20.49,19.47%,5,1,20.49, 20.49 , 3.99 ,19.47%
01-FMCG,110-GROCERY,11007-RICE,25690,AMRIN ENTERPRISE LTD,ESSENTIAL AROM CHINGUR RICE 9LB,PCS, 16.03 ,29.99,46.57%,5,1,29.99, 29.99 , 3.99 ,13.30%
01-FMCG,110-GROCERY,11007-RICE,18267,EVEREST TRADERS INC.,ROYAL CHEF'S SECRET RICE 10LB,PCS, 15.00 ,19.99,24.96%,8,1,19.99, 19.99 , 4.44 ,22.21%
01-FMCG,110-GROCERY,11007-RICE,41885,KMU TRADING INC.,5M SONA MASOORI RICE 2LB,PCS, 1.60 ,2.49,35.74%,23,5,12.45, 2.49 , 4.45 ,35.74%
01-FMCG,110-GROCERY,11007-RICE,25447,EMPIRE DISTRIBUTIONS INC,CANTEEN BASMATI RICE 10LB,PCS, 10.50 ,14.99,29.95%,62,1,14.99, 14.99 , 4.49 ,29.95%
01-FMCG,110-GROCERY,11007-RICE,25592,LAXMI HOUSE OF SPICE CANADA INC,LAXMI RICE KUTH MATTA 20LB,PCS, 27.50 ,29.99,8.30%,4,2,59.98, 29.99 , 4.54 ,7.57%
01-FMCG,110-GROCERY,11007-RICE,21481,1509310 ONTARIO LIMITED,TAZA BASMATI MURMURA 200GM,PCS, 1.35 ,2.29,41.05%,54,5,11.45, 2.29 , 4.70 ,41.05%
01-FMCG,110-GROCERY,11007-RICE,42033,AMRIN ENTERPRISE LTD,AKIJ ESSENTIAL AROMATIC CHINIGURA RICE 9LB,PCS, 18.00 ,24.99,27.97%,97,3,58.97, 19.66 , 4.97 ,8.43%
01-FMCG,110-GROCERY,11007-RICE,41143,JINAN CANADA INC,JINAN PREMIUM EGYPTIAN RICE 10 LB,PCS, 11.50 ,13.99,17.79%,100,2,27.98, 13.99 , 4.98 ,17.80%
01-FMCG,110-GROCERY,11007-RICE,25465,1509310 ONTARIO LIMITED,GUARD RICE ULTIMATEBASMATI40LB,PCS, 54.00 ,59.99,9.98%,7,1,59.99, 59.99 , 5.09 ,8.48%
01-FMCG,110-GROCERY,11007-RICE,25587,GLOBAL CHOICE FOODS LTD,KAVERI RICE SONA MASURI 10LB,PCS, 11.95 ,16.99,29.67%,23,1,16.99, 16.99 , 5.12 ,30.14%
01-FMCG,110-GROCERY,11007-RICE,24899,FARAH IMPEX LTD,ZAIKA RICE PARBOILED SELLA ELG10LB,PCS, 12.18 ,13.99,12.97%,17,3,41.97, 13.99 , 5.68 ,13.54%
01-FMCG,110-GROCERY,11007-RICE,11736,FARAH IMPEX LTD,CF POHA THICK 2LBS,PCS, 2.25 ,2.99,24.75%,38,8,23.92, 2.99 , 5.92 ,24.75%
01-FMCG,110-GROCERY,11007-RICE,16085,FARAH IMPEX LTD,PAKWAN BASMATI RICE 8LB,PCS, 7.00 ,9.99,29.93%,29,2,19.98, 9.99 , 5.98 ,29.93%
01-FMCG,110-GROCERY,11007-RICE,17382,JAHAN PRODUCTS INC,QABILI RICE 10LB,PCS, 11.75 ,13.99,16.01%,26,2,27.98, 13.99 , 6.48 ,23.15%
